Exam_Code,Certification_Name,Vendor,Level,Overview,Objective,Learning_Path
Microsoft Certified,Dynamics 365 Supply Chain Management Functional Consultant Expert,Microsoft,Advanced,"As a candidate for this certification, you design solutions and configure Dynamics 365 Supply Chain Management to meet complex business requirements for a customer. You have a deep understanding of the end-to-end processes of supply chain management and can identify advanced system capabilities and features that can be used to implement system functionality using industry recommended practices.","As a candidate for this certification, you design solutions and configure Dynamics 365 Supply Chain Management to meet complex business requirements for a customer. You have a deep understanding of the end-to-end processes of supply chain management and can identify advanced system capabilities and features that can be used to implement system functionality using industry recommended practices. You possess advanced knowledge of supply chain management operations and implementing Dynamics 365 Supply Chain Management features for complex scenarios, including: As a candidate, you: You deliver effective solutions that meet or exceed the needs of your customers by partnering with: Prior to taking MB-335, it is highly recommended to take MB-330, which focuses on core supply chain management operations and features in Dynamics 365. Important The English language version of this certification was updated on June 20, 2025. Review the study guide linked on theExam MB-335 pagefor details about recent changes."," Module 1. Configure and manage products and inventory in Dynamics 365 Supply Chain Management. Module 2. Configure and use discrete manufacturing in Dynamics 365 Supply Chain Management. Module 3. Configure and use process manufacturing in Dynamics 365 Supply Chain Management. Module 4. Set up engineering change management for Dynamics 365 Supply Chain Management. Module 5. Manage product version information in Dynamics 365 Supply Chain Management. Module 6. Configure and use lean manufacturing in Dynamics 365 Supply Chain Management. Module 7. Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management. Module 8. Configure Asset Management for Dynamics 365 Supply Chain Management. Module 9. Work with Asset Management for Dynamics 365 Supply Chain Management. Module 10. Configure and manage procurement and vendors in Dynamics 365 Supply Chain Management. Module 11. Configure and manage sales, and customers in Dynamics 365 Supply Chain Management. Module 12. Master planning in Dynamics 365 Supply Chain Management."
Microsoft Certified,Dynamics 365: Finance and Operations Apps Developer Associate,Microsoft,Intermediate,"As a candidate for this certification, youre a developer who works with finance and operations apps in Microsoft Dynamics 365 to implement and extend applications that meet the requirements of a business. You provide fully realized solutions by using:","As a candidate for this certification, youre a developer who works with finance and operations apps in Microsoft Dynamics 365 to implement and extend applications that meet the requirements of a business. You provide fully realized solutions by using: As a candidate for this certification, you do the following: You also create technical designs and implementation details, and implement permission policies and security requirements. You should have a deep knowledge and experience using the underlying framework, data structures, and objects associated with the finance and operations solutions. You should have experience with products and services that include Microsoft Visual Studio, Azure, Dataverse, Power Platform Admin Center, Power Apps, Power Automate, Azure DevOps, Lifecycle Services tools, Postman, GitHub, Microsoft 365, reporting tools (for example, SQL Server Reporting Services SSRS, Power BI), and SQL Server Management Studio.", Module 1. Microsoft Dynamics 365: Finance and Operations Apps Developer.
Microsoft Certified,Dynamics 365: Finance and Operations Apps Solution Architect Expert,Microsoft,Advanced,"As a candidate for this certification, you are a Microsoft Dynamics 365 professional who advises stakeholders and translates business requirements into secure, scalable, and reliable solutions.","As a candidate for this certification, you are a Microsoft Dynamics 365 professional who advises stakeholders and translates business requirements into secure, scalable, and reliable solutions. You should have knowledge of the Dynamics 365 ecosystem and Microsoft Power Platform. You must have deep understanding of Dynamics 365 apps and copilots and AI used in Dynamics 365 apps. In addition, you must have extensive domain knowledge in one or more industry verticals. This role requires understanding how decisions affect the overall solution. Important The English language version of this certification will be updated on October 9, 2025. Review the study guide linked on theExam MB-700 pagefor details about recent changes.", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Certified,Fabric Analytics Engineer Associate,Microsoft,Intermediate,"As a candidate for this certification, you should have subject matter expertise in designing, creating, and managing analytical assets, such as semantic models, data warehouses, or lakehouses.","As a candidate for this certification, you should have subject matter expertise in designing, creating, and managing analytical assets, such as semantic models, data warehouses, or lakehouses. Your responsibilities for this role include: You work closely with stakeholders for business requirements and partner with architects, analysts, engineers, and administrators. You should also be able to query and analyze data by using Structured Query Language (SQL), Kusto Query Language (KQL), and Data Analysis Expressions (DAX).", Module 1. Microsoft Fabric Analytics Engineer.
Microsoft Certified,Fabric Data Engineer Associate,Microsoft,Intermediate,"As a candidate for this exam, you should have subject matter expertise with data loading patterns, data architectures, and orchestration processes. Your responsibilities for this role include:","As a candidate for this exam, you should have subject matter expertise with data loading patterns, data architectures, and orchestration processes. Your responsibilities for this role include: You work closely with analytics engineers, architects, analysts, and administrators to design and deploy data engineering solutions for analytics. You should be skilled at manipulating and transforming data by using Structured Query Language (SQL), PySpark, and Kusto Query Language (KQL).", Module 1. Microsoft Fabric Data Engineer.
Microsoft Certified,Identity and Access Administrator Associate,Microsoft,Intermediate,"As a Microsoft identity and access administrator, you design, implement, and operate an organizations identity and access management by using Microsoft Entra. You configure and manage identities throughout their lifecycles for users, devices, Microsoft Azure resources, and applications. You are responsible for ensuring the application of Zero Trust principles for identity and access solutions.","As a Microsoft identity and access administrator, you design, implement, and operate an organizations identity and access management by using Microsoft Entra. You configure and manage identities throughout their lifecycles for users, devices, Microsoft Azure resources, and applications. You are responsible for ensuring the application of Zero Trust principles for identity and access solutions. As an identity and access administrator, you provide seamless experiences and self-service management capabilities for users. You plan and implement identity, authentication, and authorization to enable access across applications and resources. Youre also responsible for troubleshooting, monitoring, and reporting on identity and access. You collaborate with many other roles in the organization to drive strategic identity projects, modernize identity solutions, implement hybrid identity solutions, and implement identity governance. You should be familiar with Azure, Microsoft 365 services and workloads, and Active Directory Domain Services (AD DS). You should also be familiar with PowerShell and Kusto Query Language (KQL).", Module 1. Microsoft Identity and Access Administrator.
Microsoft Certified,Information Security Administrator Associate,Microsoft,Intermediate,"As an Information Security Administrator, you plan and implement information security of sensitive data by using Microsoft Purview and related services. Youre responsible for mitigating risks by protecting data inside collaboration environments that are managed by Microsoft 365 from internal and external threats and protecting data used by AI services. You also implement information protection, data loss prevention, retention, insider risk management, and manage information security alerts and activities.","As an Information Security Administrator, you plan and implement information security of sensitive data by using Microsoft Purview and related services. Youre responsible for mitigating risks by protecting data inside collaboration environments that are managed by Microsoft 365 from internal and external threats and protecting data used by AI services. You also implement information protection, data loss prevention, retention, insider risk management, and manage information security alerts and activities. You work with other roles that are responsible for governance, data, and security to evaluate and develop policies to address an organizations information security and risk reduction goals. You collaborate with workload administrators, business application owners, and governance stakeholders to implement technology solutions that support the necessary policies and controls. This role also participates in responding to information security incidents. You should be familiar with all Microsoft 365 services, PowerShell, Microsoft Entra, the Microsoft Defender portal, and Microsoft Defender for Cloud Apps.", Module 1. Information Security Administrator.
Microsoft Certified,Power Automate RPA Developer Associate,Microsoft,Intermediate,"As a candidate for this certification, you automate Windows-based, browser-based, and terminal-based applications that are time-consuming or contain repetitive processes. You use a mix of automation approaches like:","As a candidate for this certification, you automate Windows-based, browser-based, and terminal-based applications that are time-consuming or contain repetitive processes. You use a mix of automation approaches like: You analyze, design, and implement automations by using Power Automate desktop flows and cloud flows. As a robotic process automation (RPA) developer, you use actions for logic and work with: You work with business stakeholders to optimize business workflows. You partner with administrators to deploy and support solutions in other environments. Additionally, as a candidate, you should have experience with:", Module 1. Microsoft Power Automate RPA Developer.
Microsoft Certified,Power BI Data Analyst Associate,Microsoft,Intermediate,"As a candidate for this certification, you should deliver actionable insights by working with available data and applying domain expertise. You should:","As a candidate for this certification, you should deliver actionable insights by working with available data and applying domain expertise. You should: As a Power BI data analyst, you work closely with business stakeholders to identify business requirements. You collaborate with analytics engineers and data engineers to identify and acquire data. You use Power BI to: You should be proficient at using Power Query and Data Analysis Expressions (DAX).", Module 1. Design and manage analytics solutions using Power BI.
Microsoft Certified,Power Platform Developer Associate,Microsoft,Intermediate,"As a candidate for this certification, you design, develop, test, and troubleshoot solution components using the extension points of Microsoft Power Platform. Your expertise encompasses implementing:","As a candidate for this certification, you design, develop, test, and troubleshoot solution components using the extension points of Microsoft Power Platform. Your expertise encompasses implementing: You must have applied knowledge of: As a candidate, you should have development experience that includes Microsoft Power Platform services, JavaScript, JSON, TypeScript, C, HTML, RESTful Web APIs, Visual Studio, Visual Studio Code, and Microsoft Azure.", Module 1. Microsoft Power Platform Developer.
Microsoft Certified,Power Platform Functional Consultant Associate,Microsoft,Intermediate,"As a candidate for this certification, you:","As a candidate for this certification, you: You create: As a candidate, you implement the design provided by and in collaboration with a solution architect and the standards, branding, and artifacts established by user experience designers. You implement integrations with third-party applications and services. You generate training documentation, and you facilitate training and enablement. You must interact and effectively communicate with members of a delivery team, stakeholders, and customer teams while championing for their success. You must have an understanding of application lifecycle management (ALM) practices for Microsoft Power Platform and quality assurance. You should be familiar with using the following Microsoft Power Platform components: You should have proficiency in: You may be eligible for ACE college credit if you pass this certification exam. SeeACE college credit for certification examsfor details.", Module 1. Microsoft Power Platform Functional Consultant.
Microsoft Certified,Power Platform Fundamentals,Microsoft,Beginner,"As a candidate for this certification, you aspire to understand how Microsoft Power Platform technologies can be used to:","As a candidate for this certification, you aspire to understand how Microsoft Power Platform technologies can be used to: The certification is intended for you if youre seeking to start your journey building solutions with Microsoft Power Platform. You can use this certification to prepare for role-based certifications, but its not a prerequisite for any of them.", Module 1. Introduction to Microsoft Power Platform.
Microsoft Certified,Power Platform Solution Architect Expert,Microsoft,Advanced,"As a candidate for this certification, you should have solution architecture experience across functional and technical disciplines of Microsoft Power Platform. You should be able to facilitate design decisions based on recommended practices across development, configuration, integration, infrastructure, security, licensing, storage, and change management.","As a candidate for this certification, you should have solution architecture experience across functional and technical disciplines of Microsoft Power Platform. You should be able to facilitate design decisions based on recommended practices across development, configuration, integration, infrastructure, security, licensing, storage, and change management. In this role, you are required to architect and ensure the successful implementation of appropriate end-to-end solutions to address business and technical needs of organizations. You should have knowledge of: You should be aware of Power Platform Well-Architected framework and ideally have used it for implementation. Important The English language version of this certification was updated on September 23, 2024. Review the study guide linked on theExam PL-600 pagefor details about recent changes.", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Solution Architect: Design Microsoft Power Platform solutions. Module 3. Validate your Microsoft Power Platform Solution Architect skills.
Microsoft Certified,Security Operations Analyst Associate,Microsoft,Intermediate,"As a candidate for this certification, youre a Microsoft security operations analyst who reduces organizational risk by:","As a candidate for this certification, youre a Microsoft security operations analyst who reduces organizational risk by: As a security operations analyst, you: You also monitor, identify, investigate, and respond to threats in cloud and on-premises environments by using: You collaborate with business and security leadership to define security standards for the organization. You work with other roles across the digital enterprise to implement the standards, to enhance the security posture of an organization, and to raise security awareness. As a candidate, you should be familiar with:", Module 1. Microsoft Security Operations Analyst.
Microsoft Certified,"Security, Compliance, and Identity Fundamentals",Microsoft,Beginner,"This exam is targeted to you, if youre looking to familiarize yourself with the fundamentals of security, compliance, and identity (SCI) across cloud-based and related Microsoft services.","This exam is targeted to you, if youre looking to familiarize yourself with the fundamentals of security, compliance, and identity (SCI) across cloud-based and related Microsoft services. If you have an interest in Microsoft SCI solutions, this exam is for you, whether youre a: You should be familiar with Microsoft Azure and Microsoft 365 and want to understand how Microsoft SCI solutions can span across these solution areas to provide a holistic and end-to-end solution."," Module 1. Introduction to Microsoft Security, Compliance, and Identity."
Microsoft Certified,Windows Server Hybrid Administrator Associate,Microsoft,Intermediate,"As a candidate for this certification, youre responsible for administering Windows Server as a workload in both on-premises and hybrid environments.","As a candidate for this certification, youre responsible for administering Windows Server as a workload in both on-premises and hybrid environments. In this role, you deploy, implement, manage, and troubleshoot Windows Server in Azure as well as migrating and deploying workloads to Azure. You administer on- identity, security, management, compute, networking, storage, monitoring, high availability, and disaster recovery for Windows Server. You typically collaborate with architects, administrators, and engineers. You use administrative tools and technologies such as Windows Admin Center, PowerShell, Azure Arc, Azure Policy, Azure Monitor, Azure Update Manager, Microsoft Defender for Identity, Microsoft Defender for Cloud, and IaaS virtual machine (VM) administration. As a candidate for this certification, you should have several years of experience with Windows Server operating systems. Important The English language version of this certification will be updated on June 17, 2025. Review the study guide linked on theExam AZ-800andExam AZ-801pages for details about recent changes.", Module 1. Deploy and manage identity infrastructure. Module 2. Manage Windows Servers and workloads in a hybrid environment. Module 3. Manage virtualization and containers in a hybrid environment. Module 4. Implement and operate an on-premises and hybrid networking infrastructure. Module 5. Configure storage and file services. Module 6. Secure Windows Server on-premises and hybrid infrastructures. Module 7. Implement Windows Server high availability. Module 8. Implement disaster recovery in Windows Server on-premises and hybrid environments. Module 9. Migrate servers and workloads in on-premises and hybrid environments. Module 10. Monitor and troubleshoot Windows Server environments.
Exam SC-100,Microsoft Cybersecurity Architect,Microsoft,Advanced,"As a Microsoft cybersecurity architect, you translate a cybersecurity strategy into capabilities that protect the assets, business, and operations of an organization. You design, guide the implementation of, and maintain security solutions that follow Zero Trust principles and best practices, including security strategies for identity, devices, data, AI, applications, network, infrastructure, and DevOps. Plus, you design solutions for Governance and Risk Compliance (GRC), security operations, and security posture management.","As a Microsoft cybersecurity architect, you translate a cybersecurity strategy into capabilities that protect the assets, business, and operations of an organization. You design, guide the implementation of, and maintain security solutions that follow Zero Trust principles and best practices, including security strategies for identity, devices, data, AI, applications, network, infrastructure, and DevOps. Plus, you design solutions for Governance and Risk Compliance (GRC), security operations, and security posture management. As a cybersecurity architect, you continuously collaborate with leaders and practitioners in security, privacy, engineering, and other roles across an organization to plan and implement a cybersecurity strategy that meets the business needs of an organization. As a candidate for this exam, you have experience implementing or administering solutions in the following areas: identity and access, platform protection, security operations, data and AI security, application security, and hybrid and multicloud infrastructures. You should have expert skills in at least one of those areas, and you should have experience designing security solutions that include Microsoft security technologies. Important The English language version of this exam was updated on July 22, 2025. Review the study guide linked in the Tip box for details on upcoming changes. If a localized version of this exam is available, it will be updated approximately eight weeks after this date. While Microsoft makes every effort to update localized versions as noted, there may be times when the localized versions of this exam are not updated on this schedule. Passing score: 700.Learn more about exam scores. Tip"," Module 1. SC-100: Design solutions that align with security best practices and priorities. Module 2. SC-100: Design security operations, identity, and compliance capabilities. Module 3. SC-100: Design security solutions for applications and data. Module 4. SC-100: Design security solutions for infrastructure."
Exam MB-230,Microsoft Dynamics 365 Customer Service Functional Consultant,Microsoft,Intermediate,"As a candidate for this exam, youre a functional consultant with customer service expertise. Youre responsible for implementing solutions that focus upon:","As a candidate for this exam, youre a functional consultant with customer service expertise. Youre responsible for implementing solutions that focus upon: You design and implement service management processes and automation in collaboration with solution architects and developers. You coordinate with customer engagement administrators to implement and upgrade customer service components including: You must have strong applied knowledge of customer service, including in-depth understanding of cases, knowledge management, queues, service scheduling, service-level agreements (SLAs), Microsoft Copilot Studio, Customer Service applications, Customer Voice, basic and unified routing, and Contact Center. As a functional consultant, your knowledge should include: Important The English language version of this exam will be updated on October 3, 2025. Review the study guide linked in the Tip box for details on upcoming changes. If a localized version of this exam is available, it will be updated approximately eight weeks after this date. While Microsoft makes every effort to update localized versions as noted, there may be times when the localized versions of this exam are not updated on this schedule. Passing score: 700.Learn more about exam scores. Tip", Module 1. Work with cases in Dynamics 365 Customer Service. Module 2. Work with entitlements and service level agreements in Dynamics 365 Customer Service. Module 3. Work with Knowledge Management Solutions in Dynamics 365 Customer Service. Module 4. Create surveys with Dynamics 365 Customer Voice. Module 5. Get started with Dynamics 365 Customer Service scheduling. Module 6. Help service reps be more productive in Dynamics 365 Customer Service. Module 7. Connect and engage with customers with Omnichannel for Dynamics 365 Customer Service. Module 8. Work with Customer Service Insights. Module 9. Use Connected Customer Service with Dynamics 365. Module 10. Extend Dynamics 365 Customer Service.
Exam MB-240,Microsoft Dynamics 365 Field Service Functional Consultant,Microsoft,Intermediate,"As a candidate for this exam, youre a Microsoft Dynamics 365 Field Service functional consultant. Youre responsible for implementing solutions that:","As a candidate for this exam, youre a Microsoft Dynamics 365 Field Service functional consultant. Youre responsible for implementing solutions that: Youre responsible for: As a candidate, you should have a basic understanding of field service principles and the role the Field Service app plays in relationship to the Dynamics 365 suite of applications, including integration of: You should understand: Important The English language version of this exam was updated on March 19, 2025. Review the study guide linked in the Tip box for details on upcoming changes. If a localized version of this exam is available, it will be updated approximately eight weeks after this date. While Microsoft makes every effort to update localized versions as noted, there may be times when the localized versions of this exam are not updated on this schedule. Passing score: 700.Learn more about exam scores. Tip", Module 1. Implement Microsoft Dynamics 365 Field Service. Module 2. Manage work orders in Dynamics 365 Field Service. Module 3. Working with Connected Field Service for Dynamics 365 and Azure IoT. Module 4. Solve problems in real time with Dynamics 365 Remote Assist.
Exam MB-335,Microsoft Dynamics 365 Supply Chain Management Functional Consultant Expert,Microsoft,Advanced,"As a candidate for this certification, you design solutions and configure Dynamics 365 Supply Chain Management to meet complex business requirements for a customer. You have a deep understanding of the end-to-end processes of supply chain management and can identify advanced system capabilities and features that can be used to implement system functionality using industry recommended practices.","As a candidate for this certification, you design solutions and configure Dynamics 365 Supply Chain Management to meet complex business requirements for a customer. You have a deep understanding of the end-to-end processes of supply chain management and can identify advanced system capabilities and features that can be used to implement system functionality using industry recommended practices. You possess advanced knowledge of supply chain management operations and implementing Dynamics 365 Supply Chain Management features for complex scenarios, including: As a candidate, you: You deliver effective solutions that meet or exceed the needs of your customers by partnering with: Prior to taking MB-335, it is highly recommended to take MB-330, which focuses on core supply chain management operations and features in Dynamics 365. Important The English language version of this exam was updated on June 20, 2025. Review the study guide linked in the Tip box for details on upcoming changes. If a localized version of this exam is available, it will be updated approximately eight weeks after this date. While Microsoft makes every effort to update localized versions as noted, there may be times when the localized versions of this exam are not updated on this schedule. Passing score: 700.Learn more about exam scores. Tip"," Module 1. Configure and manage products and inventory in Dynamics 365 Supply Chain Management. Module 2. Configure and use discrete manufacturing in Dynamics 365 Supply Chain Management. Module 3. Configure and use process manufacturing in Dynamics 365 Supply Chain Management. Module 4. Set up engineering change management for Dynamics 365 Supply Chain Management. Module 5. Manage product version information in Dynamics 365 Supply Chain Management. Module 6. Configure and use lean manufacturing in Dynamics 365 Supply Chain Management. Module 7. Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management. Module 8. Configure Asset Management for Dynamics 365 Supply Chain Management. Module 9. Work with Asset Management for Dynamics 365 Supply Chain Management. Module 10. Configure and manage procurement and vendors in Dynamics 365 Supply Chain Management. Module 11. Configure and manage sales, and customers in Dynamics 365 Supply Chain Management. Module 12. Master planning in Dynamics 365 Supply Chain Management."
Exam MB-300,Microsoft Dynamics 365: Core Finance and Operations,Microsoft,Intermediate,"As a candidate for this exam, you gather and analyze business requirements to build solutions that:","As a candidate for this exam, you gather and analyze business requirements to build solutions that: You serve as a key resource in implementing and configuring applications to meet business requirements. You understand application implementation processes including: You implement shared features used by finance and operations apps. You manage the application lifecycle management (ALM) process using: You also have awareness that finance and operations apps integrate with Microsoft Power Platform solutions, external systems, and tools. As a candidate for this exam, you specialize in one or more feature sets of:"," Module 1. Configure and manage products and inventory in Dynamics 365 Supply Chain Management. Module 2. Configure and use discrete manufacturing in Dynamics 365 Supply Chain Management. Module 3. Configure and use process manufacturing in Dynamics 365 Supply Chain Management. Module 4. Set up engineering change management for Dynamics 365 Supply Chain Management. Module 5. Manage product version information in Dynamics 365 Supply Chain Management. Module 6. Configure and use lean manufacturing in Dynamics 365 Supply Chain Management. Module 7. Use warehouse management in manufacturing in Dynamics 365 Supply Chain Management. Module 8. Configure Asset Management for Dynamics 365 Supply Chain Management. Module 9. Work with Asset Management for Dynamics 365 Supply Chain Management. Module 10. Configure and manage procurement and vendors in Dynamics 365 Supply Chain Management. Module 11. Configure and manage sales, and customers in Dynamics 365 Supply Chain Management. Module 12. Master planning in Dynamics 365 Supply Chain Management."
Exam MB-700,Microsoft Dynamics 365: Finance and Operations Apps Solution Architect,Microsoft,Advanced,"As a candidate for this exam, you are a Microsoft Dynamics 365 professional who advises stakeholders and translates business requirements into secure, scalable, and reliable solutions.","As a candidate for this exam, you are a Microsoft Dynamics 365 professional who advises stakeholders and translates business requirements into secure, scalable, and reliable solutions. You should have knowledge of the Dynamics 365 ecosystem and Microsoft Power Platform. You must have deep understanding of Dynamics 365 apps and copilots and AI used in Dynamics 365 apps. In addition, you must have extensive domain knowledge in one or more industry verticals. This role requires understanding how decisions affect the overall solution. Important The English language version of this exam will be updated on October 9, 2025. Review the study guide linked in the Tip box for details on upcoming changes. If a localized version of this exam is available, it will be updated approximately eight weeks after this date. While Microsoft makes every effort to update localized versions as noted, there may be times when the localized versions of this exam are not updated on this schedule. Passing score: 700.Learn more about exam scores. Tip", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Exam MO-211,Microsoft Excel Expert (Microsoft 365 Apps),Microsoft,Advanced,"The Microsoft Office Specialist: Excel Expert (Microsoft 365 Apps) certification demonstrates your competency in creating, managing, and distributing professional spreadsheets and workbooks for a variety of specialized purposes and situations. The exam measures your ability to customize Excel environments to:","The Microsoft Office Specialist: Excel Expert (Microsoft 365 Apps) certification demonstrates your competency in creating, managing, and distributing professional spreadsheets and workbooks for a variety of specialized purposes and situations. The exam measures your ability to customize Excel environments to: Expert workbook examples include: As a candidate for this certification, you should:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Exam 77-728,Microsoft Excel Expert (Office 2016),Microsoft,Intermediate,Expert-level candidates for the Excel 2016 exam have an advanced understanding of the Excel environment and have the ability to guide others to the proper use of the programs features.,"Expert-level candidates for the Excel 2016 exam have an advanced understanding of the Excel environment and have the ability to guide others to the proper use of the programs features. They create, manage, and distribute professional spreadsheets for a variety of specialized purposes and situations. They customize their Excel environments to meet project needs and to enhance productivity. Expert workbook examples include custom business templates, multiple-axis financial charts, amortization tables, and inventory schedules. Candidate roles may include accountants, financial analysts, data analysts, commercial bankers, and others. Microsoft Office Specialist (MOS) 2016 certification exams introduce a new performance-based format for improved testing of a candidates knowledge, skills, and abilities using the MOS 2016 programs:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,2016 Master,Microsoft,Advanced,Demonstrate that you have the deepest level of skills needed to proficiently use Office programs by earning the Microsoft Office Specialist: 2016 Master certification.,"Demonstrate that you have the deepest level of skills needed to proficiently use Office programs by earning the Microsoft Office Specialist: 2016 Master certification. Important To earn this certification, complete the following requirements:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Access (Office 2016),Microsoft,Intermediate,"As a candidate for this certification, you have a fundamental understanding of the Access 2016 environment. You demonstrate your ability to apply the main features of the program, such as:","As a candidate for this certification, you have a fundamental understanding of the Access 2016 environment. You demonstrate your ability to apply the main features of the program, such as: Examples of database objects include:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Access Expert (Office 2019),Microsoft,Advanced,"As a candidate for this certification, you demonstrate your ability to apply the main features of Access 2019, such as:","As a candidate for this certification, you demonstrate your ability to apply the main features of Access 2019, such as: Examples of database objects include: As a candidate, you should:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Associate (Microsoft 365 Apps),Microsoft,Intermediate,Demonstrate that you have the skills needed to get the most out of Microsoft 365 Apps by earning the Microsoft Office Specialist: Associate (Microsoft 365 Apps) certification.,"Demonstrate that you have the skills needed to get the most out of Microsoft 365 Apps by earning the Microsoft Office Specialist: Associate (Microsoft 365 Apps) certification. Important To earn this certification, pass three of the following exams. All three must be in different programs and at least one must be a Microsoft 365 Apps exam.", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Associate (Office 2019),Microsoft,Intermediate,Demonstrate that you have the skills needed to get the most out of Office by earning a Microsoft Office Specialist: Associate certification in multiple Office programs.,"Demonstrate that you have the skills needed to get the most out of Office by earning a Microsoft Office Specialist: Associate certification in multiple Office programs. Important To earn the Microsoft Office Specialist: Associate certification, pass three of the following exams:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Excel (Office 2016),Microsoft,Intermediate,"As a candidate for this certification, you have a fundamental understanding of the Excel 2016 environment. You demonstrate your ability to apply the main features of the program, such as:","As a candidate for this certification, you have a fundamental understanding of the Excel 2016 environment. You demonstrate your ability to apply the main features of the program, such as: Workbook examples include:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Excel Associate (Microsoft 365 Apps),Microsoft,Intermediate,"As a candidate for this certification, you have fundamental understanding of the Excel (Microsoft 365 Apps) environment. You demonstrate your ability to apply the main features of the program, such as:","As a candidate for this certification, you have fundamental understanding of the Excel (Microsoft 365 Apps) environment. You demonstrate your ability to apply the main features of the program, such as: This certification also measures your ability to: Workbook examples include: As a candidate, you should:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
